WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP,Column1
240514-176,Overall Performance Was:,Excellent,Bank of America GA7-030,ATLANTA,GA,2024-05-29 15:06:10,HXX1600,LRM,GMRLE,JLL / Bank of America,MASmith,District 4,POSTED,427,-207.3,219.7,
240416-144,Overall Performance Was:,,Target 360,EAGAN,MN,2024-05-29 15:06:25,EXX0021,ER1,SERVIC,Target,,District 8,TOAR,0,0,0,
230816-001,Overall Performance Was:,Excellent,THE HOME DEPOT 2832,Albert Lea,MN,2024-05-29 15:07:29,SXX0021,EBR,SERVIC,HOME DEPOT USA,CJSchmitt,District 8,POSTED,3723.52,-3726.06,-2.54,
230816-001,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2832,Albert Lea,MN,2024-05-29 15:07:29,SXX0021,EBR,SERVIC,HOME DEPOT USA,CJSchmitt,District 8,POSTED,3723.52,-3726.06,-2.54,
230816-001,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2832,Albert Lea,MN,2024-05-29 15:07:29,SXX0021,EBR,SERVIC,HOME DEPOT USA,CJSchmitt,District 8,POSTED,3723.52,-3726.06,-2.54,
230816-001,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2832,Albert Lea,MN,2024-05-29 15:07:29,SXX0021,EBR,SERVIC,HOME DEPOT USA,CJSchmitt,District 8,POSTED,3723.52,-3726.06,-2.54,
240514-185,Did Contractors Clean Up All Work Areas?,Yes,Bank of America GAW-475,MARIETTA,GA,2024-05-29 15:09:02,HXX1600,LRM,GMRLE,JLL / Bank of America,PDurrett,District 4,POSTED,415,-94.37,320.63,
240514-185,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America GAW-475,MARIETTA,GA,2024-05-29 15:09:02,HXX1600,LRM,GMRLE,JLL / Bank of America,PDurrett,District 4,POSTED,415,-94.37,320.63,
240514-185,Overall Performance Was:,Good,Bank of America GAW-475,MARIETTA,GA,2024-05-29 15:09:02,HXX1600,LRM,GMRLE,JLL / Bank of America,PDurrett,District 4,POSTED,415,-94.37,320.63,
240514-185,Did Contractors Employees Cooperate with You?,Yes,Bank of America GAW-475,MARIETTA,GA,2024-05-29 15:09:02,HXX1600,LRM,GMRLE,JLL / Bank of America,PDurrett,District 4,POSTED,415,-94.37,320.63,
240523-130,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1426,NASHVILLE,TN,2024-05-29 15:09:50,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,280.8,-141.54,139.26,
240523-130,Overall Performance Was:,Excellent,Publix Super Markets 1426,NASHVILLE,TN,2024-05-29 15:09:50,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,280.8,-141.54,139.26,
240523-130,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1426,NASHVILLE,TN,2024-05-29 15:09:50,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,280.8,-141.54,139.26,
240523-130,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1426,NASHVILLE,TN,2024-05-29 15:09:50,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,280.8,-141.54,139.26,
240524-040,Did Contractors Employees Cooperate with You?,Yes,Murphy USA 7192,BLUE SPRINGS,MO,2024-05-29 15:11:09,SXX0021,EBR,SERVIC,MURPHY OIL USA,DSHarris,District 8,POSTED,573.6,-270.66,302.94,
240524-040,Overall Performance Was:,Excellent,Murphy USA 7192,BLUE SPRINGS,MO,2024-05-29 15:11:09,SXX0021,EBR,SERVIC,MURPHY OIL USA,DSHarris,District 8,POSTED,573.6,-270.66,302.94,
240524-040,Was Contractors Quality of Work Satisfactory?,Yes,Murphy USA 7192,BLUE SPRINGS,MO,2024-05-29 15:11:09,SXX0021,EBR,SERVIC,MURPHY OIL USA,DSHarris,District 8,POSTED,573.6,-270.66,302.94,
240524-040,Did Contractors Clean Up All Work Areas?,Yes,Murphy USA 7192,BLUE SPRINGS,MO,2024-05-29 15:11:09,SXX0021,EBR,SERVIC,MURPHY OIL USA,DSHarris,District 8,POSTED,573.6,-270.66,302.94,
240517-135,Overall Performance Was:,,Bank of America GAW-280,LILBURN,GA,2024-05-29 15:15:45,HXX1600,LRM,GMRLE,JLL / Bank of America,APuckett,District 4,POSTED,449,-83.16,365.84,
240527-030,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1451,HUNTSVILLE,AL,2024-05-29 15:17:21,SXX1023,LBR,LI,Publix Super Markets,PPrice,District 3,POSTED,184.35,-86.47,97.88,
240527-030,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1451,HUNTSVILLE,AL,2024-05-29 15:17:21,SXX1023,LBR,LI,Publix Super Markets,PPrice,District 3,POSTED,184.35,-86.47,97.88,
240527-030,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1451,HUNTSVILLE,AL,2024-05-29 15:17:21,SXX1023,LBR,LI,Publix Super Markets,PPrice,District 3,POSTED,184.35,-86.47,97.88,
240527-030,Overall Performance Was:,Excellent,Publix Super Markets 1451,HUNTSVILLE,AL,2024-05-29 15:17:21,SXX1023,LBR,LI,Publix Super Markets,PPrice,District 3,POSTED,184.35,-86.47,97.88,
240331-118,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2685,METHUEN,MA,2024-05-29 15:18:18,B240023,ERO,HC03,HOME DEPOT USA,LGreig,District 1,RVWBLL,0,-214.45,-214.45,
240331-118,Overall Performance Was:,Excellent,THE HOME DEPOT 2685,METHUEN,MA,2024-05-29 15:18:18,B240023,ERO,HC03,HOME DEPOT USA,LGreig,District 1,RVWBLL,0,-214.45,-214.45,
240331-118,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2685,METHUEN,MA,2024-05-29 15:18:18,B240023,ERO,HC03,HOME DEPOT USA,LGreig,District 1,RVWBLL,0,-214.45,-214.45,
240331-118,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2685,METHUEN,MA,2024-05-29 15:18:18,B240023,ERO,HC03,HOME DEPOT USA,LGreig,District 1,RVWBLL,0,-214.45,-214.45,
240521-056,Did Contractors Clean Up All Work Areas?,Yes,Staples 0584,Oxon Hill,MD,2024-05-29 15:18:50,B240067,ERO,ST011,Staples Facilities Dept,CDew,District 2,PMR,0,-111.57,-111.57,
240521-056,Overall Performance Was:,Excellent,Staples 0584,Oxon Hill,MD,2024-05-29 15:18:50,B240067,ERO,ST011,Staples Facilities Dept,CDew,District 2,PMR,0,-111.57,-111.57,
240521-056,Was Contractors Quality of Work Satisfactory?,Yes,Staples 0584,Oxon Hill,MD,2024-05-29 15:18:50,B240067,ERO,ST011,Staples Facilities Dept,CDew,District 2,PMR,0,-111.57,-111.57,
240521-056,Did Contractors Employees Cooperate with You?,Yes,Staples 0584,Oxon Hill,MD,2024-05-29 15:18:50,B240067,ERO,ST011,Staples Facilities Dept,CDew,District 2,PMR,0,-111.57,-111.57,
240527-058,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0122,MARIETTA,GA,2024-05-29 15:23:08,SXX1023,LBR,LI,Publix Super Markets,LWatson,,POSTED,368.12,-34.45,333.67,
240527-058,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0122,MARIETTA,GA,2024-05-29 15:23:08,SXX1023,LBR,LI,Publix Super Markets,LWatson,,POSTED,368.12,-34.45,333.67,
240527-058,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0122,MARIETTA,GA,2024-05-29 15:23:08,SXX1023,LBR,LI,Publix Super Markets,LWatson,,POSTED,368.12,-34.45,333.67,
240527-058,Overall Performance Was:,Excellent,Publix Super Markets 0122,MARIETTA,GA,2024-05-29 15:23:08,SXX1023,LBR,LI,Publix Super Markets,LWatson,,POSTED,368.12,-34.45,333.67,
240520-124,Was Contractors Quality of Work Satisfactory?,Yes,AMAZON ATL6,EAST POINT,GA,2024-05-29 15:24:07,B240038,ERO,RS005,Remote Security Solutions,JHarteau,,RVWBLL,0,-1009.29,-1009.29,
240520-124,Overall Performance Was:,Excellent,AMAZON ATL6,EAST POINT,GA,2024-05-29 15:24:07,B240038,ERO,RS005,Remote Security Solutions,JHarteau,,RVWBLL,0,-1009.29,-1009.29,
240520-124,Did Contractors Employees Cooperate with You?,Yes,AMAZON ATL6,EAST POINT,GA,2024-05-29 15:24:07,B240038,ERO,RS005,Remote Security Solutions,JHarteau,,RVWBLL,0,-1009.29,-1009.29,
240520-124,Did Contractors Clean Up All Work Areas?,Yes,AMAZON ATL6,EAST POINT,GA,2024-05-29 15:24:07,B240038,ERO,RS005,Remote Security Solutions,JHarteau,,RVWBLL,0,-1009.29,-1009.29,
240416-142,Was Contractors Quality of Work Satisfactory?,Yes,DICKS SPORTING GOODS 76,BALTIMORE,MD,2024-05-29 15:32:38,SXX1022,LBR,LI,Dick's Sporting Goods,FRidley,District 2,POSTED,971.53,-458.54,512.99,
240416-142,Did Contractors Clean Up All Work Areas?,Yes,DICKS SPORTING GOODS 76,BALTIMORE,MD,2024-05-29 15:32:38,SXX1022,LBR,LI,Dick's Sporting Goods,FRidley,District 2,POSTED,971.53,-458.54,512.99,
240416-142,Did Contractors Employees Cooperate with You?,Yes,DICKS SPORTING GOODS 76,BALTIMORE,MD,2024-05-29 15:32:38,SXX1022,LBR,LI,Dick's Sporting Goods,FRidley,District 2,POSTED,971.53,-458.54,512.99,
240416-142,Overall Performance Was:,Excellent,DICKS SPORTING GOODS 76,BALTIMORE,MD,2024-05-29 15:32:38,SXX1022,LBR,LI,Dick's Sporting Goods,FRidley,District 2,POSTED,971.53,-458.54,512.99,
240520-024,Did Contractors Clean Up All Work Areas?,Yes,Ferguson 2701,CALVERT CITY,KY,2024-05-29 15:38:02,SXX0021,EBR,SERVIC,FERGUSON ENTERPRISES,RDunn,District 7,HDPRTR,0,-37.66,-37.66,
240520-024,Overall Performance Was:,Excellent,Ferguson 2701,CALVERT CITY,KY,2024-05-29 15:38:02,SXX0021,EBR,SERVIC,FERGUSON ENTERPRISES,RDunn,District 7,HDPRTR,0,-37.66,-37.66,
240520-024,Was Contractors Quality of Work Satisfactory?,Yes,Ferguson 2701,CALVERT CITY,KY,2024-05-29 15:38:02,SXX0021,EBR,SERVIC,FERGUSON ENTERPRISES,RDunn,District 7,HDPRTR,0,-37.66,-37.66,
240520-024,Did Contractors Employees Cooperate with You?,Yes,Ferguson 2701,CALVERT CITY,KY,2024-05-29 15:38:02,SXX0021,EBR,SERVIC,FERGUSON ENTERPRISES,RDunn,District 7,HDPRTR,0,-37.66,-37.66,
240523-065,Was Contractors Quality of Work Satisfactory?,Yes,Party City 491,Brownsville,TX,2024-05-29 15:38:17,SXX0024,EBR,SERVIC,PARTY CITY,RAGarcia,District 10,POSTED,415.02,-158.11,256.91,
240523-065,Did Contractors Employees Cooperate with You?,Yes,Party City 491,Brownsville,TX,2024-05-29 15:38:17,SXX0024,EBR,SERVIC,PARTY CITY,RAGarcia,District 10,POSTED,415.02,-158.11,256.91,
240523-065,Overall Performance Was:,Excellent,Party City 491,Brownsville,TX,2024-05-29 15:38:17,SXX0024,EBR,SERVIC,PARTY CITY,RAGarcia,District 10,POSTED,415.02,-158.11,256.91,
240523-065,Did Contractors Clean Up All Work Areas?,Yes,Party City 491,Brownsville,TX,2024-05-29 15:38:17,SXX0024,EBR,SERVIC,PARTY CITY,RAGarcia,District 10,POSTED,415.02,-158.11,256.91,
240331-110,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0929,WOODBURY,NJ,2024-05-29 15:43:44,B240023,ERO,HC03,HOME DEPOT USA,TMulvehill,District 1,APPROV,0,-83.02,-83.02,
240331-110,Overall Performance Was:,Excellent,THE HOME DEPOT 0929,WOODBURY,NJ,2024-05-29 15:43:44,B240023,ERO,HC03,HOME DEPOT USA,TMulvehill,District 1,APPROV,0,-83.02,-83.02,
240331-110,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0929,WOODBURY,NJ,2024-05-29 15:43:44,B240023,ERO,HC03,HOME DEPOT USA,TMulvehill,District 1,APPROV,0,-83.02,-83.02,
240331-110,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0929,WOODBURY,NJ,2024-05-29 15:43:44,B240023,ERO,HC03,HOME DEPOT USA,TMulvehill,District 1,APPROV,0,-83.02,-83.02,
240523-188,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2580,WESTMINSTER,MD,2024-05-29 15:44:17,B240018,ERO,HD465,HOME DEPOT USA,ZColeman,District 2,RVWBLL,0,-657.39,-657.39,
240523-188,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2580,WESTMINSTER,MD,2024-05-29 15:44:17,B240018,ERO,HD465,HOME DEPOT USA,ZColeman,District 2,RVWBLL,0,-657.39,-657.39,
240523-188,Overall Performance Was:,Excellent,THE HOME DEPOT 2580,WESTMINSTER,MD,2024-05-29 15:44:17,B240018,ERO,HD465,HOME DEPOT USA,ZColeman,District 2,RVWBLL,0,-657.39,-657.39,
240523-188,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2580,WESTMINSTER,MD,2024-05-29 15:44:17,B240018,ERO,HD465,HOME DEPOT USA,ZColeman,District 2,RVWBLL,0,-657.39,-657.39,
240425-309,Overall Performance Was:,Excellent,Skechers 264,HOWELL,MI,2024-05-29 15:48:55,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,-128.02,-128.02,
240425-309,Did Contractors Clean Up All Work Areas?,Yes,Skechers 264,HOWELL,MI,2024-05-29 15:48:55,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,-128.02,-128.02,
240425-309,Was Contractors Quality of Work Satisfactory?,Yes,Skechers 264,HOWELL,MI,2024-05-29 15:48:55,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,-128.02,-128.02,
240425-309,Did Contractors Employees Cooperate with You?,Yes,Skechers 264,HOWELL,MI,2024-05-29 15:48:55,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,-128.02,-128.02,
240514-175,Overall Performance Was:,,Bank of America GA7-009,ATLANTA,GA,2024-05-29 15:50:33,HXX1600,LRM,GMRLE,JLL / Bank of America,PDurrett,District 4,POSTED,393,-208.71,184.29,
240524-004,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1835,NAVARRE,FL,2024-05-29 15:51:40,SXX1020,LBR,CASE,Publix Super Markets,RLindros,,POSTED,578.94,-81.99,496.95,
240524-004,Overall Performance Was:,Excellent,Publix Super Markets 1835,NAVARRE,FL,2024-05-29 15:51:40,SXX1020,LBR,CASE,Publix Super Markets,RLindros,,POSTED,578.94,-81.99,496.95,
240524-004,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1835,NAVARRE,FL,2024-05-29 15:51:40,SXX1020,LBR,CASE,Publix Super Markets,RLindros,,POSTED,578.94,-81.99,496.95,
240524-119,Did Contractors Clean Up All Work Areas?,Yes,Walmart Supercenter 2444,ONEIDA,NY,2024-05-29 16:04:40,SXX0022,EBR,SERVIC,WAL-MART STORES,KPCollins,District 1,POSTED,219.61,-22.32,197.29,
240524-119,Was Contractors Quality of Work Satisfactory?,Yes,Walmart Supercenter 2444,ONEIDA,NY,2024-05-29 16:04:40,SXX0022,EBR,SERVIC,WAL-MART STORES,KPCollins,District 1,POSTED,219.61,-22.32,197.29,
240524-119,Did Contractors Employees Cooperate with You?,Yes,Walmart Supercenter 2444,ONEIDA,NY,2024-05-29 16:04:40,SXX0022,EBR,SERVIC,WAL-MART STORES,KPCollins,District 1,POSTED,219.61,-22.32,197.29,
240524-119,Overall Performance Was:,Excellent,Walmart Supercenter 2444,ONEIDA,NY,2024-05-29 16:04:40,SXX0022,EBR,SERVIC,WAL-MART STORES,KPCollins,District 1,POSTED,219.61,-22.32,197.29,
240522-046,Overall Performance Was:,Excellent,Staples 1879,San Antonio,TX,2024-05-29 16:06:02,B240067,ERO,ST011,Staples Facilities Dept,PARodrigue,District 10,POSTED,655,-363.87,291.13,
240522-046,Did Contractors Clean Up All Work Areas?,Yes,Staples 1879,San Antonio,TX,2024-05-29 16:06:02,B240067,ERO,ST011,Staples Facilities Dept,PARodrigue,District 10,POSTED,655,-363.87,291.13,
240522-046,Did Contractors Employees Cooperate with You?,Yes,Staples 1879,San Antonio,TX,2024-05-29 16:06:02,B240067,ERO,ST011,Staples Facilities Dept,PARodrigue,District 10,POSTED,655,-363.87,291.13,
240522-046,Was Contractors Quality of Work Satisfactory?,Yes,Staples 1879,San Antonio,TX,2024-05-29 16:06:02,B240067,ERO,ST011,Staples Facilities Dept,PARodrigue,District 10,POSTED,655,-363.87,291.13,
240426-339,Was Contractors Quality of Work Satisfactory?,Yes,Kentucky Fried Chicken F275019,LINCOLN,NE,2024-05-29 16:14:52,B230075,ERO,KF001,Zutek,BFisher,,RVWBLL,0,-413.94,-413.94,
240426-339,Overall Performance Was:,Excellent,Kentucky Fried Chicken F275019,LINCOLN,NE,2024-05-29 16:14:52,B230075,ERO,KF001,Zutek,BFisher,,RVWBLL,0,-413.94,-413.94,
240426-339,Did Contractors Clean Up All Work Areas?,Yes,Kentucky Fried Chicken F275019,LINCOLN,NE,2024-05-29 16:14:52,B230075,ERO,KF001,Zutek,BFisher,,RVWBLL,0,-413.94,-413.94,
240426-339,Did Contractors Employees Cooperate with You?,Yes,Kentucky Fried Chicken F275019,LINCOLN,NE,2024-05-29 16:14:52,B230075,ERO,KF001,Zutek,BFisher,,RVWBLL,0,-413.94,-413.94,
240526-115,Did Contractors Clean Up All Work Areas?,Yes,TJ MAXX 1080585,Nashville,TN,2024-05-29 16:21:22,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,179,-47.39,131.61,
240526-115,Was Contractors Quality of Work Satisfactory?,Yes,TJ MAXX 1080585,Nashville,TN,2024-05-29 16:21:22,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,179,-47.39,131.61,
240526-115,Overall Performance Was:,Excellent,TJ MAXX 1080585,Nashville,TN,2024-05-29 16:21:22,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,179,-47.39,131.61,
240526-115,Did Contractors Employees Cooperate with You?,Yes,TJ MAXX 1080585,Nashville,TN,2024-05-29 16:21:22,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,179,-47.39,131.61,
240526-112,Overall Performance Was:,Excellent,DICKS SPORTING GOODS 1504,HOUSTON,TX,2024-05-29 16:26:30,SXX0024,EBR,SERVIC,Dick's Sporting Goods,JMolina,,POSTED,309,-220.52,88.48,
240526-112,Did Contractors Employees Cooperate with You?,Yes,DICKS SPORTING GOODS 1504,HOUSTON,TX,2024-05-29 16:26:30,SXX0024,EBR,SERVIC,Dick's Sporting Goods,JMolina,,POSTED,309,-220.52,88.48,
240526-112,Was Contractors Quality of Work Satisfactory?,Yes,DICKS SPORTING GOODS 1504,HOUSTON,TX,2024-05-29 16:26:30,SXX0024,EBR,SERVIC,Dick's Sporting Goods,JMolina,,POSTED,309,-220.52,88.48,
240526-112,Did Contractors Clean Up All Work Areas?,Yes,DICKS SPORTING GOODS 1504,HOUSTON,TX,2024-05-29 16:26:30,SXX0024,EBR,SERVIC,Dick's Sporting Goods,JMolina,,POSTED,309,-220.52,88.48,
240423-046,Did Contractors Clean Up All Work Areas?,Yes,Bank of America NC4-206,GREENSBORO,NC,2024-05-29 16:27:22,SXX1023,LBR,LE,CREE LIGHTING,gmclaughli,District 3,POSTED,1590.01,-211.94,1378.07,
240423-046,Overall Performance Was:,Excellent,Bank of America NC4-206,GREENSBORO,NC,2024-05-29 16:27:22,SXX1023,LBR,LE,CREE LIGHTING,gmclaughli,District 3,POSTED,1590.01,-211.94,1378.07,
240423-046,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America NC4-206,GREENSBORO,NC,2024-05-29 16:27:22,SXX1023,LBR,LE,CREE LIGHTING,gmclaughli,District 3,POSTED,1590.01,-211.94,1378.07,
240423-046,Did Contractors Employees Cooperate with You?,Yes,Bank of America NC4-206,GREENSBORO,NC,2024-05-29 16:27:22,SXX1023,LBR,LE,CREE LIGHTING,gmclaughli,District 3,POSTED,1590.01,-211.94,1378.07,
240524-031,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0982,East Windsor,NJ,2024-05-29 16:28:31,SXX0022,EBR,SERVIC,HOME DEPOT USA,CHoadley,District 1,POSTED,689.5,-580.06,109.44,
240524-031,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0982,East Windsor,NJ,2024-05-29 16:28:31,SXX0022,EBR,SERVIC,HOME DEPOT USA,CHoadley,District 1,POSTED,689.5,-580.06,109.44,
240524-031,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0982,East Windsor,NJ,2024-05-29 16:28:31,SXX0022,EBR,SERVIC,HOME DEPOT USA,CHoadley,District 1,POSTED,689.5,-580.06,109.44,
240524-031,Overall Performance Was:,Good,THE HOME DEPOT 0982,East Windsor,NJ,2024-05-29 16:28:31,SXX0022,EBR,SERVIC,HOME DEPOT USA,CHoadley,District 1,POSTED,689.5,-580.06,109.44,
240522-062,Overall Performance Was:,Excellent,Walmart Supercenter 1971,ROCHESTER,MN,2024-05-29 16:35:26,SXX0021,EBR,SERVIC,WAL-MART STORES,DSHarris,District 8,HDRDIS,0,-236.08,-236.08,
240522-062,Did Contractors Clean Up All Work Areas?,Yes,Walmart Supercenter 1971,ROCHESTER,MN,2024-05-29 16:35:26,SXX0021,EBR,SERVIC,WAL-MART STORES,DSHarris,District 8,HDRDIS,0,-236.08,-236.08,
240522-062,Was Contractors Quality of Work Satisfactory?,Yes,Walmart Supercenter 1971,ROCHESTER,MN,2024-05-29 16:35:26,SXX0021,EBR,SERVIC,WAL-MART STORES,DSHarris,District 8,HDRDIS,0,-236.08,-236.08,
240522-062,Did Contractors Employees Cooperate with You?,Yes,Walmart Supercenter 1971,ROCHESTER,MN,2024-05-29 16:35:26,SXX0021,EBR,SERVIC,WAL-MART STORES,DSHarris,District 8,HDRDIS,0,-236.08,-236.08,
240425-071,Did Contractors Clean Up All Work Areas?,Yes,Jewel Osco UMP03230,WHEATON,IL,2024-05-29 16:37:27,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-177.74,-177.74,
240425-071,Overall Performance Was:,Excellent,Jewel Osco UMP03230,WHEATON,IL,2024-05-29 16:37:27,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-177.74,-177.74,
240425-071,Did Contractors Employees Cooperate with You?,Yes,Jewel Osco UMP03230,WHEATON,IL,2024-05-29 16:37:27,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-177.74,-177.74,
240425-071,Was Contractors Quality of Work Satisfactory?,Yes,Jewel Osco UMP03230,WHEATON,IL,2024-05-29 16:37:27,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,-177.74,-177.74,
240426-304,Overall Performance Was:,Excellent,THE HOME DEPOT 0902,LAKEWOOD,NJ,2024-05-29 16:40:12,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,RVWBLL,0,-143.38,-143.38,
240426-304,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 0902,LAKEWOOD,NJ,2024-05-29 16:40:12,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,RVWBLL,0,-143.38,-143.38,
240426-304,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 0902,LAKEWOOD,NJ,2024-05-29 16:40:12,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,RVWBLL,0,-143.38,-143.38,
240426-304,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 0902,LAKEWOOD,NJ,2024-05-29 16:40:12,B240023,ERO,HC03,HOME DEPOT USA,MValdeigle,District 1,RVWBLL,0,-143.38,-143.38,
240520-164,Was Contractors Quality of Work Satisfactory?,Yes,Ferguson 3006,FIFE,WA,2024-05-29 16:40:14,SXX0025,EBR,SERVIC,FERGUSON ENTERPRISES,PYusyavich,District 11,HDPRTR,0,-324.95,-324.95,
240520-164,Did Contractors Clean Up All Work Areas?,Yes,Ferguson 3006,FIFE,WA,2024-05-29 16:40:14,SXX0025,EBR,SERVIC,FERGUSON ENTERPRISES,PYusyavich,District 11,HDPRTR,0,-324.95,-324.95,
240520-164,Overall Performance Was:,Excellent,Ferguson 3006,FIFE,WA,2024-05-29 16:40:14,SXX0025,EBR,SERVIC,FERGUSON ENTERPRISES,PYusyavich,District 11,HDPRTR,0,-324.95,-324.95,
240520-164,Did Contractors Employees Cooperate with You?,Yes,Ferguson 3006,FIFE,WA,2024-05-29 16:40:14,SXX0025,EBR,SERVIC,FERGUSON ENTERPRISES,PYusyavich,District 11,HDPRTR,0,-324.95,-324.95,
240517-202,Overall Performance Was:,Excellent,THE HOME DEPOT 4722,KENT,WA,2024-05-29 16:40:49,SXX0025,EBR,SERVIC,HOME DEPOT USA,JOLewis,District 11,PMR,0,-128.47,-128.47,
240517-202,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4722,KENT,WA,2024-05-29 16:40:49,SXX0025,EBR,SERVIC,HOME DEPOT USA,JOLewis,District 11,PMR,0,-128.47,-128.47,
240517-202,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4722,KENT,WA,2024-05-29 16:40:49,SXX0025,EBR,SERVIC,HOME DEPOT USA,JOLewis,District 11,PMR,0,-128.47,-128.47,
240517-202,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4722,KENT,WA,2024-05-29 16:40:49,SXX0025,EBR,SERVIC,HOME DEPOT USA,JOLewis,District 11,PMR,0,-128.47,-128.47,
240529-028,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 0548,MARIETTA,GA,2024-05-29 16:42:41,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.16,-77.06,119.1,
240529-028,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 0548,MARIETTA,GA,2024-05-29 16:42:41,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.16,-77.06,119.1,
240529-028,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 0548,MARIETTA,GA,2024-05-29 16:42:41,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.16,-77.06,119.1,
240529-028,Overall Performance Was:,Excellent,Publix Super Markets 0548,MARIETTA,GA,2024-05-29 16:42:41,SXX1023,LBR,CASE,Publix Super Markets,LWatson,,POSTED,196.16,-77.06,119.1,
240528-128,Overall Performance Was:,Excellent,Murphy USA 5779,BRUNSWICK,GA,2024-05-29 16:43:43,SXX0023,EBR,SERVIC,MURPHY OIL USA,KRewis,District 4,POSTED,210,-166.15,43.85,
240528-128,Was Contractors Quality of Work Satisfactory?,Yes,Murphy USA 5779,BRUNSWICK,GA,2024-05-29 16:43:43,SXX0023,EBR,SERVIC,MURPHY OIL USA,KRewis,District 4,POSTED,210,-166.15,43.85,
240528-128,Did Contractors Clean Up All Work Areas?,Yes,Murphy USA 5779,BRUNSWICK,GA,2024-05-29 16:43:43,SXX0023,EBR,SERVIC,MURPHY OIL USA,KRewis,District 4,POSTED,210,-166.15,43.85,
