WorkOrderID,EvalQuestTxt,EvalQuestValTxt,LocationName,City,State,SignDate,JobID,JobCategoryID,ProgramType,CustomerName,PrimaryTechnicianID,DistrictName,WOStatusID,Revenue,Expense,GP
240425-142,Was Contractors Quality of Work Satisfactory?,Yes,Best Buy 1530,Orlando,FL,2024-05-31 16:12:29,B240031,ERO,BB137,THE BEAM TEAM,MEnz,District 5,RVWBLL,0,-3067.77,-3067.77
240425-142,Did Contractors Clean Up All Work Areas?,Yes,Best Buy 1530,Orlando,FL,2024-05-31 16:12:29,B240031,ERO,BB137,THE BEAM TEAM,MEnz,District 5,RVWBLL,0,-3067.77,-3067.77
240529-220,Was Contractors Quality of Work Satisfactory?,Yes,Starbucks 22424,NAPAVINE,WA,2024-05-31 16:20:21,SXX0025,EBR,COMPAS,STARBUCKS CORPORATION,PYusyavich,District 11,MGRAPV,0,0,0
240529-220,Did Contractors Employees Cooperate with You?,Yes,Starbucks 22424,NAPAVINE,WA,2024-05-31 16:20:21,SXX0025,EBR,COMPAS,STARBUCKS CORPORATION,PYusyavich,District 11,MGRAPV,0,0,0
240529-220,Overall Performance Was:,Excellent,Starbucks 22424,NAPAVINE,WA,2024-05-31 16:20:21,SXX0025,EBR,COMPAS,STARBUCKS CORPORATION,PYusyavich,District 11,MGRAPV,0,0,0
240529-220,Did Contractors Clean Up All Work Areas?,Yes,Starbucks 22424,NAPAVINE,WA,2024-05-31 16:20:21,SXX0025,EBR,COMPAS,STARBUCKS CORPORATION,PYusyavich,District 11,MGRAPV,0,0,0
240527-086,Did Contractors Clean Up All Work Areas?,Yes,Marshalls 1100725,Mission Valley,CA,2024-05-31 16:22:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240527-086,Did Contractors Employees Cooperate with You?,Yes,Marshalls 1100725,Mission Valley,CA,2024-05-31 16:22:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240527-086,Was Contractors Quality of Work Satisfactory?,Yes,Marshalls 1100725,Mission Valley,CA,2024-05-31 16:22:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240527-086,Overall Performance Was:,Excellent,Marshalls 1100725,Mission Valley,CA,2024-05-31 16:22:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240523-120,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1356,CLEVELAND,TN,2024-05-31 16:23:52,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,641.28,-13.39,627.89
240523-120,Overall Performance Was:,Excellent,Publix Super Markets 1356,CLEVELAND,TN,2024-05-31 16:23:52,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,641.28,-13.39,627.89
240523-120,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1356,CLEVELAND,TN,2024-05-31 16:23:52,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,641.28,-13.39,627.89
240523-120,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1356,CLEVELAND,TN,2024-05-31 16:23:52,SXX1023,LBR,CASE,Publix Super Markets,JABrooks,District 3,POSTED,641.28,-13.39,627.89
240528-195,Overall Performance Was:,Excellent,Best Buy 447,TUKWILA,WA,2024-05-31 16:25:46,SXX0025,EBR,SERVIC,Best Buy,JOLewis,District 11,HSCHED,0,0,0
240516-139,Did Contractors Employees Cooperate with You?,Yes,Bank of America CA7-212,NORTHRIDGE,CA,2024-05-31 16:29:34,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,349.4,-44.07,305.33
240516-139,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America CA7-212,NORTHRIDGE,CA,2024-05-31 16:29:34,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,349.4,-44.07,305.33
240516-139,Overall Performance Was:,Excellent,Bank of America CA7-212,NORTHRIDGE,CA,2024-05-31 16:29:34,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,349.4,-44.07,305.33
240516-139,Did Contractors Clean Up All Work Areas?,Yes,Bank of America CA7-212,NORTHRIDGE,CA,2024-05-31 16:29:34,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,349.4,-44.07,305.33
240530-101,Did Contractors Employees Cooperate with You?,Yes,Walmart Supercenter 731,DEMOPOLIS,AL,2024-05-31 16:31:03,SXX0023,EBR,SERVIC,WAL-MART STORES,ETaylor,District 3,HDRDIS,0,0,0
240530-101,Did Contractors Clean Up All Work Areas?,Yes,Walmart Supercenter 731,DEMOPOLIS,AL,2024-05-31 16:31:03,SXX0023,EBR,SERVIC,WAL-MART STORES,ETaylor,District 3,HDRDIS,0,0,0
240530-101,Was Contractors Quality of Work Satisfactory?,Yes,Walmart Supercenter 731,DEMOPOLIS,AL,2024-05-31 16:31:03,SXX0023,EBR,SERVIC,WAL-MART STORES,ETaylor,District 3,HDRDIS,0,0,0
240530-101,Overall Performance Was:,Excellent,Walmart Supercenter 731,DEMOPOLIS,AL,2024-05-31 16:31:03,SXX0023,EBR,SERVIC,WAL-MART STORES,ETaylor,District 3,HDRDIS,0,0,0
240425-074,Did Contractors Clean Up All Work Areas?,Yes,Jewel Osco UMP03053,PALOS HEIGHTS,IL,2024-05-31 16:42:33,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,0,0
240425-074,Was Contractors Quality of Work Satisfactory?,Yes,Jewel Osco UMP03053,PALOS HEIGHTS,IL,2024-05-31 16:42:33,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,0,0
240425-074,Overall Performance Was:,Excellent,Jewel Osco UMP03053,PALOS HEIGHTS,IL,2024-05-31 16:42:33,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,0,0
240425-074,Did Contractors Employees Cooperate with You?,Yes,Jewel Osco UMP03053,PALOS HEIGHTS,IL,2024-05-31 16:42:33,B240044,ERO,IG001,The InSite Group,ELKing,,RVWBLL,0,0,0
240529-037,Overall Performance Was:,Excellent,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:42:36,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,HSCHED,0,-51.53,-51.53
240529-037,Did Contractors Clean Up All Work Areas?,Yes,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:42:36,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,HSCHED,0,-51.53,-51.53
240529-037,Was Contractors Quality of Work Satisfactory?,Yes,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:42:36,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,HSCHED,0,-51.53,-51.53
240529-037,Did Contractors Employees Cooperate with You?,Yes,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:42:36,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,HSCHED,0,-51.53,-51.53
240529-117,Was Contractors Quality of Work Satisfactory?,Yes,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:44:15,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,POSTED,528.12,-47.16,480.96
240529-117,Overall Performance Was:,Excellent,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:44:15,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,POSTED,528.12,-47.16,480.96
240529-117,Did Contractors Employees Cooperate with You?,Yes,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:44:15,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,POSTED,528.12,-47.16,480.96
240529-117,Did Contractors Clean Up All Work Areas?,Yes,AAA Cooper Transportation ACT Peru,PERU,IL,2024-05-31 16:44:15,SXX1021,LBR,LI,AAA Cooper Transportation,MConnolly,,POSTED,528.12,-47.16,480.96
240524-128,Did Contractors Employees Cooperate with You?,Yes,Staples 1721,Miami,FL,2024-05-31 16:46:52,B240009,ERO,SH1,Staples Facilities Dept,ESanchez,District 6,RVWBLL,0,-14.58,-14.58
240524-128,Was Contractors Quality of Work Satisfactory?,Yes,Staples 1721,Miami,FL,2024-05-31 16:46:52,B240009,ERO,SH1,Staples Facilities Dept,ESanchez,District 6,RVWBLL,0,-14.58,-14.58
240524-128,Did Contractors Clean Up All Work Areas?,Yes,Staples 1721,Miami,FL,2024-05-31 16:46:52,B240009,ERO,SH1,Staples Facilities Dept,ESanchez,District 6,RVWBLL,0,-14.58,-14.58
240524-128,Overall Performance Was:,Excellent,Staples 1721,Miami,FL,2024-05-31 16:46:52,B240009,ERO,SH1,Staples Facilities Dept,ESanchez,District 6,RVWBLL,0,-14.58,-14.58
240418-312,Was Contractors Quality of Work Satisfactory?,Yes,Best Buy 1421,Las Vegas,NV,2024-05-31 16:59:21,B240031,ERO,BB137,Sheer Enterprises,DAlsnauer,District 12,RVWBLL,0,-1930.44,-1930.44
240418-312,Did Contractors Clean Up All Work Areas?,Yes,Best Buy 1421,Las Vegas,NV,2024-05-31 16:59:21,B240031,ERO,BB137,Sheer Enterprises,DAlsnauer,District 12,RVWBLL,0,-1930.44,-1930.44
240418-312,Overall Performance Was:,Excellent,Best Buy 1421,Las Vegas,NV,2024-05-31 16:59:21,B240031,ERO,BB137,Sheer Enterprises,DAlsnauer,District 12,RVWBLL,0,-1930.44,-1930.44
240418-312,Did Contractors Employees Cooperate with You?,Yes,Best Buy 1421,Las Vegas,NV,2024-05-31 16:59:21,B240031,ERO,BB137,Sheer Enterprises,DAlsnauer,District 12,RVWBLL,0,-1930.44,-1930.44
240529-031,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1696,WOOSTER,OH,2024-05-31 17:04:05,SXX0021,EBR,SERVIC,LOWES COMPANIES,JYarbrough,District 7,DISP,0,0,0
240529-031,Overall Performance Was:,Excellent,LOWES 1696,WOOSTER,OH,2024-05-31 17:04:05,SXX0021,EBR,SERVIC,LOWES COMPANIES,JYarbrough,District 7,DISP,0,0,0
240529-031,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1696,WOOSTER,OH,2024-05-31 17:04:05,SXX0021,EBR,SERVIC,LOWES COMPANIES,JYarbrough,District 7,DISP,0,0,0
240529-031,Did Contractors Employees Cooperate with You?,Yes,LOWES 1696,WOOSTER,OH,2024-05-31 17:04:05,SXX0021,EBR,SERVIC,LOWES COMPANIES,JYarbrough,District 7,DISP,0,0,0
240531-006,Was Contractors Quality of Work Satisfactory?,Yes,Homegoods 1280839,Maryville,TN,2024-05-31 17:04:58,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",ROLewis,,POSTED,780,0,780
240531-006,Did Contractors Clean Up All Work Areas?,Yes,Homegoods 1280839,Maryville,TN,2024-05-31 17:04:58,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",ROLewis,,POSTED,780,0,780
240531-006,Did Contractors Employees Cooperate with You?,Yes,Homegoods 1280839,Maryville,TN,2024-05-31 17:04:58,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",ROLewis,,POSTED,780,0,780
240531-006,Overall Performance Was:,Excellent,Homegoods 1280839,Maryville,TN,2024-05-31 17:04:58,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",ROLewis,,POSTED,780,0,780
240522-217,Did Contractors Employees Cooperate with You?,Yes,LOWES 3376,TOBYHANNA,PA,2024-05-31 17:05:53,SXX1022,LBR,LI,LOWES COMPANIES,CBrockel,,PCA,0,0,0
240522-217,Did Contractors Clean Up All Work Areas?,Yes,LOWES 3376,TOBYHANNA,PA,2024-05-31 17:05:53,SXX1022,LBR,LI,LOWES COMPANIES,CBrockel,,PCA,0,0,0
240522-217,Overall Performance Was:,Excellent,LOWES 3376,TOBYHANNA,PA,2024-05-31 17:05:53,SXX1022,LBR,LI,LOWES COMPANIES,CBrockel,,PCA,0,0,0
240522-217,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 3376,TOBYHANNA,PA,2024-05-31 17:05:53,SXX1022,LBR,LI,LOWES COMPANIES,CBrockel,,PCA,0,0,0
240425-373,Overall Performance Was:,Excellent,Skechers 1033,GRAND RAPIDS,MI,2024-05-31 17:07:41,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,0,0
240425-373,Did Contractors Employees Cooperate with You?,Yes,Skechers 1033,GRAND RAPIDS,MI,2024-05-31 17:07:41,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,0,0
240425-373,Was Contractors Quality of Work Satisfactory?,Yes,Skechers 1033,GRAND RAPIDS,MI,2024-05-31 17:07:41,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,0,0
240425-373,Did Contractors Clean Up All Work Areas?,Yes,Skechers 1033,GRAND RAPIDS,MI,2024-05-31 17:07:41,B240064,ERO,SK002,Automated Logic Corporation,SPolcik,,TOBILL,0,0,0
240528-093,Did Contractors Employees Cooperate with You?,Yes,Marshalls 1568,LOWVILLE,NY,2024-05-31 17:12:04,SXX0022,EBR,SERVIC,"THE TJX COMPANIES, INC",JFrancavil,,PCA,0,0,0
240528-093,Overall Performance Was:,Excellent,Marshalls 1568,LOWVILLE,NY,2024-05-31 17:12:04,SXX0022,EBR,SERVIC,"THE TJX COMPANIES, INC",JFrancavil,,PCA,0,0,0
240528-093,Did Contractors Clean Up All Work Areas?,Yes,Marshalls 1568,LOWVILLE,NY,2024-05-31 17:12:04,SXX0022,EBR,SERVIC,"THE TJX COMPANIES, INC",JFrancavil,,PCA,0,0,0
240528-093,Was Contractors Quality of Work Satisfactory?,Yes,Marshalls 1568,LOWVILLE,NY,2024-05-31 17:12:04,SXX0022,EBR,SERVIC,"THE TJX COMPANIES, INC",JFrancavil,,PCA,0,0,0
240516-202,Overall Performance Was:,Excellent,THE HOME DEPOT 4907,FRANKLIN,WI,2024-05-31 17:12:12,B230008,ERO,HC01,HOME DEPOT USA,KMacfalda,District 8,RVWBLL,0,0,0
240517-114,Overall Performance Was:,Excellent,Bank of America FL4-204,ELLENTON,FL,2024-05-31 17:15:01,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,321.21,0,321.21
240517-114,Did Contractors Employees Cooperate with You?,Yes,Bank of America FL4-204,ELLENTON,FL,2024-05-31 17:15:01,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,321.21,0,321.21
240517-114,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America FL4-204,ELLENTON,FL,2024-05-31 17:15:01,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,321.21,0,321.21
240517-114,Did Contractors Clean Up All Work Areas?,Yes,Bank of America FL4-204,ELLENTON,FL,2024-05-31 17:15:01,HXX1600,LRM,GMRLE,JLL / Bank of America,RReichert,District 5,POSTED,321.21,0,321.21
240524-045,Overall Performance Was:,Excellent,Walmart Supercenter 2631,LIVONIA,MI,2024-05-31 17:26:22,SXX0021,EBR,WMTHRM,WAL-MART STORES,MTaylor,District 7,PBNTE,0,0,0
240513-202,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America CA8-172,Santa Clarita,CA,2024-05-31 17:28:08,SXX1025,LBR,LE,Cushman&Wakefield / BOA,RDelgado,District 13,POSTED,1348.79,-367.39,981.4
240513-202,Did Contractors Employees Cooperate with You?,Yes,Bank of America CA8-172,Santa Clarita,CA,2024-05-31 17:28:08,SXX1025,LBR,LE,Cushman&Wakefield / BOA,RDelgado,District 13,POSTED,1348.79,-367.39,981.4
240513-202,Overall Performance Was:,Excellent,Bank of America CA8-172,Santa Clarita,CA,2024-05-31 17:28:08,SXX1025,LBR,LE,Cushman&Wakefield / BOA,RDelgado,District 13,POSTED,1348.79,-367.39,981.4
240513-202,Did Contractors Clean Up All Work Areas?,Yes,Bank of America CA8-172,Santa Clarita,CA,2024-05-31 17:28:08,SXX1025,LBR,LE,Cushman&Wakefield / BOA,RDelgado,District 13,POSTED,1348.79,-367.39,981.4
240504-404,Did Contractors Clean Up All Work Areas?,Yes,TJ MAXX 1081188,Long Beach,CA,2024-05-31 17:36:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",SHernandez,,PCA,0,-893.97,-893.97
240504-404,Did Contractors Employees Cooperate with You?,Yes,TJ MAXX 1081188,Long Beach,CA,2024-05-31 17:36:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",SHernandez,,PCA,0,-893.97,-893.97
240504-404,Was Contractors Quality of Work Satisfactory?,Yes,TJ MAXX 1081188,Long Beach,CA,2024-05-31 17:36:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",SHernandez,,PCA,0,-893.97,-893.97
240504-404,Overall Performance Was:,Excellent,TJ MAXX 1081188,Long Beach,CA,2024-05-31 17:36:58,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",SHernandez,,PCA,0,-893.97,-893.97
240516-131,Overall Performance Was:,Excellent,Bank of America CAW-495,GARDENA,CA,2024-05-31 17:46:46,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,SMorales,District 13,POSTED,300,-31.81,268.19
240516-131,Did Contractors Clean Up All Work Areas?,Yes,Bank of America CAW-495,GARDENA,CA,2024-05-31 17:46:46,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,SMorales,District 13,POSTED,300,-31.81,268.19
240516-131,Did Contractors Employees Cooperate with You?,Yes,Bank of America CAW-495,GARDENA,CA,2024-05-31 17:46:46,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,SMorales,District 13,POSTED,300,-31.81,268.19
240516-131,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America CAW-495,GARDENA,CA,2024-05-31 17:46:46,HXX1600,LRM,GMRLE,Cushman&Wakefield / BOA,SMorales,District 13,POSTED,300,-31.81,268.19
240528-110,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 2709,TAYLOR,MI,2024-05-31 17:48:03,B240023,ERO,HC03,HOME DEPOT USA,ROrr,District 7,RVWBLL,0,0,0
240528-110,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 2709,TAYLOR,MI,2024-05-31 17:48:03,B240023,ERO,HC03,HOME DEPOT USA,ROrr,District 7,RVWBLL,0,0,0
240528-110,Overall Performance Was:,Excellent,THE HOME DEPOT 2709,TAYLOR,MI,2024-05-31 17:48:03,B240023,ERO,HC03,HOME DEPOT USA,ROrr,District 7,RVWBLL,0,0,0
240528-110,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 2709,TAYLOR,MI,2024-05-31 17:48:03,B240023,ERO,HC03,HOME DEPOT USA,ROrr,District 7,RVWBLL,0,0,0
240514-041,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 4004,PORTLAND,OR,2024-05-31 17:53:02,B240023,ERO,HC03,HOME DEPOT USA,DDewey,District 11,RVWBLL,0,0,0
240514-041,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 4004,PORTLAND,OR,2024-05-31 17:53:02,B240023,ERO,HC03,HOME DEPOT USA,DDewey,District 11,RVWBLL,0,0,0
240514-041,Overall Performance Was:,Excellent,THE HOME DEPOT 4004,PORTLAND,OR,2024-05-31 17:53:02,B240023,ERO,HC03,HOME DEPOT USA,DDewey,District 11,RVWBLL,0,0,0
240514-041,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 4004,PORTLAND,OR,2024-05-31 17:53:02,B240023,ERO,HC03,HOME DEPOT USA,DDewey,District 11,RVWBLL,0,0,0
240530-079,Overall Performance Was:,Excellent,Target 2440,Fort Wayne,IN,2024-05-31 17:54:59,SXX0021,EBR,SERVIC,Target,RELivingst,District 7,RVWBLL,0,0,0
240530-079,Did Contractors Employees Cooperate with You?,Yes,Target 2440,Fort Wayne,IN,2024-05-31 17:54:59,SXX0021,EBR,SERVIC,Target,RELivingst,District 7,RVWBLL,0,0,0
240530-079,Was Contractors Quality of Work Satisfactory?,Yes,Target 2440,Fort Wayne,IN,2024-05-31 17:54:59,SXX0021,EBR,SERVIC,Target,RELivingst,District 7,RVWBLL,0,0,0
240530-079,Did Contractors Clean Up All Work Areas?,Yes,Target 2440,Fort Wayne,IN,2024-05-31 17:54:59,SXX0021,EBR,SERVIC,Target,RELivingst,District 7,RVWBLL,0,0,0
240522-086,Overall Performance Was:,Excellent,Staples 1708,GRANBURY,TX,2024-05-31 18:09:06,B240067,ERO,ST011,Staples Facilities Dept,bhuffman,,POSTED,655,-44.21,610.79
240522-086,Did Contractors Employees Cooperate with You?,Yes,Staples 1708,GRANBURY,TX,2024-05-31 18:09:06,B240067,ERO,ST011,Staples Facilities Dept,bhuffman,,POSTED,655,-44.21,610.79
240522-086,Was Contractors Quality of Work Satisfactory?,Yes,Staples 1708,GRANBURY,TX,2024-05-31 18:09:06,B240067,ERO,ST011,Staples Facilities Dept,bhuffman,,POSTED,655,-44.21,610.79
240522-086,Did Contractors Clean Up All Work Areas?,Yes,Staples 1708,GRANBURY,TX,2024-05-31 18:09:06,B240067,ERO,ST011,Staples Facilities Dept,bhuffman,,POSTED,655,-44.21,610.79
240530-104,Overall Performance Was:,Excellent,THE HOME DEPOT 1117,AIKEN,SC,2024-05-31 18:10:20,SXX0023,EBR,SERVIC,HOME DEPOT USA,COHunter,District 3,POSTED,214.05,0,214.05
240530-104,Did Contractors Clean Up All Work Areas?,Yes,THE HOME DEPOT 1117,AIKEN,SC,2024-05-31 18:10:20,SXX0023,EBR,SERVIC,HOME DEPOT USA,COHunter,District 3,POSTED,214.05,0,214.05
240530-104,Was Contractors Quality of Work Satisfactory?,Yes,THE HOME DEPOT 1117,AIKEN,SC,2024-05-31 18:10:20,SXX0023,EBR,SERVIC,HOME DEPOT USA,COHunter,District 3,POSTED,214.05,0,214.05
240530-104,Did Contractors Employees Cooperate with You?,Yes,THE HOME DEPOT 1117,AIKEN,SC,2024-05-31 18:10:20,SXX0023,EBR,SERVIC,HOME DEPOT USA,COHunter,District 3,POSTED,214.05,0,214.05
240531-106,Did Contractors Employees Cooperate with You?,Yes,Marshalls 1101314,HENDERSONVLLE,TN,2024-05-31 18:10:48,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,391.77,0,391.77
240531-106,Overall Performance Was:,Excellent,Marshalls 1101314,HENDERSONVLLE,TN,2024-05-31 18:10:48,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,391.77,0,391.77
240531-106,Was Contractors Quality of Work Satisfactory?,Yes,Marshalls 1101314,HENDERSONVLLE,TN,2024-05-31 18:10:48,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,391.77,0,391.77
240531-106,Did Contractors Clean Up All Work Areas?,Yes,Marshalls 1101314,HENDERSONVLLE,TN,2024-05-31 18:10:48,SXX0023,EBR,SERVIC,"THE TJX COMPANIES, INC",AUrbina,,POSTED,391.77,0,391.77
240526-127,Did Contractors Employees Cooperate with You?,Yes,Marshalls 1101039,San Diego,CA,2024-05-31 18:13:48,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240526-127,Overall Performance Was:,Excellent,Marshalls 1101039,San Diego,CA,2024-05-31 18:13:48,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240526-127,Did Contractors Clean Up All Work Areas?,Yes,Marshalls 1101039,San Diego,CA,2024-05-31 18:13:48,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240526-127,Was Contractors Quality of Work Satisfactory?,Yes,Marshalls 1101039,San Diego,CA,2024-05-31 18:13:48,SXX0025,EBR,SERVIC,"THE TJX COMPANIES, INC",RDimaguila,,POSTED,259,0,259
240525-013,Overall Performance Was:,Good,Publix Super Markets 1358,TITUSVILLE,FL,2024-05-31 18:22:35,SXX0020,EBR,SERVIC,Publix Super Markets,RACastillo,District 5,POSTED,181.5,0,181.5
240525-013,Did Contractors Clean Up All Work Areas?,Yes,Publix Super Markets 1358,TITUSVILLE,FL,2024-05-31 18:22:35,SXX0020,EBR,SERVIC,Publix Super Markets,RACastillo,District 5,POSTED,181.5,0,181.5
240525-013,Did Contractors Employees Cooperate with You?,Yes,Publix Super Markets 1358,TITUSVILLE,FL,2024-05-31 18:22:35,SXX0020,EBR,SERVIC,Publix Super Markets,RACastillo,District 5,POSTED,181.5,0,181.5
240525-013,Was Contractors Quality of Work Satisfactory?,Yes,Publix Super Markets 1358,TITUSVILLE,FL,2024-05-31 18:22:35,SXX0020,EBR,SERVIC,Publix Super Markets,RACastillo,District 5,POSTED,181.5,0,181.5
240515-160,Was Contractors Quality of Work Satisfactory?,Yes,LOWES 1185,PRINCETON,NJ,2024-05-31 18:38:29,SXX0022,EBR,LOWESR,LOWES COMPANIES,TMulvehill,District 1,POSTED,678.06,-53.12,624.94
240515-160,Did Contractors Clean Up All Work Areas?,Yes,LOWES 1185,PRINCETON,NJ,2024-05-31 18:38:29,SXX0022,EBR,LOWESR,LOWES COMPANIES,TMulvehill,District 1,POSTED,678.06,-53.12,624.94
240515-160,Overall Performance Was:,Excellent,LOWES 1185,PRINCETON,NJ,2024-05-31 18:38:29,SXX0022,EBR,LOWESR,LOWES COMPANIES,TMulvehill,District 1,POSTED,678.06,-53.12,624.94
240515-160,Did Contractors Employees Cooperate with You?,Yes,LOWES 1185,PRINCETON,NJ,2024-05-31 18:38:29,SXX0022,EBR,LOWESR,LOWES COMPANIES,TMulvehill,District 1,POSTED,678.06,-53.12,624.94
240530-099,Overall Performance Was:,Excellent,VERA BRADLEY 4033,POOLER,GA,2024-05-31 18:39:12,SXX1023,LBR,LI,EMCOR / Vera Bradley,KRewis,,POSTED,253,0,253
240530-099,Was Contractors Quality of Work Satisfactory?,Yes,VERA BRADLEY 4033,POOLER,GA,2024-05-31 18:39:12,SXX1023,LBR,LI,EMCOR / Vera Bradley,KRewis,,POSTED,253,0,253
240530-099,Did Contractors Clean Up All Work Areas?,Yes,VERA BRADLEY 4033,POOLER,GA,2024-05-31 18:39:12,SXX1023,LBR,LI,EMCOR / Vera Bradley,KRewis,,POSTED,253,0,253
240530-099,Did Contractors Employees Cooperate with You?,Yes,VERA BRADLEY 4033,POOLER,GA,2024-05-31 18:39:12,SXX1023,LBR,LI,EMCOR / Vera Bradley,KRewis,,POSTED,253,0,253
240516-165,Overall Performance Was:,Excellent,Bank of America CA6-157,NORTHRIDGE,CA,2024-05-31 18:41:54,HXX1600,LRM,GMRSGN,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,599.16,-44.49,554.67
240516-165,Was Contractors Quality of Work Satisfactory?,Yes,Bank of America CA6-157,NORTHRIDGE,CA,2024-05-31 18:41:54,HXX1600,LRM,GMRSGN,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,599.16,-44.49,554.67
240516-165,Did Contractors Clean Up All Work Areas?,Yes,Bank of America CA6-157,NORTHRIDGE,CA,2024-05-31 18:41:54,HXX1600,LRM,GMRSGN,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,599.16,-44.49,554.67
240516-165,Did Contractors Employees Cooperate with You?,Yes,Bank of America CA6-157,NORTHRIDGE,CA,2024-05-31 18:41:54,HXX1600,LRM,GMRSGN,Cushman&Wakefield / BOA,AValenzuel,District 13,POSTED,599.16,-44.49,554.67
